filename,path_1km,path_25m,model_b_max_prob,model_b_passed,model_a_max_prob,model_a_positive_pixels,model_a_min_positive_pixels,final_positive,label_1km_positive,label_25m_positive,status
patch_19852_ignition_HWF030_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19852_ignition_HWF030_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19852_ignition_HWF030_20200627.npz,0.58454740,1,0.70289791,1,1,1,True,True,completed
patch_19853_ignition_HWF031_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19853_ignition_HWF031_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19853_ignition_HWF031_20200627.npz,0.88221574,1,0.80762088,1,1,1,True,True,completed
patch_19885_ignition_SWF055_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19885_ignition_SWF055_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19885_ignition_SWF055_20200818.npz,0.99999988,1,0.99148005,1,1,1,True,True,completed
patch_19901_ignition_EWF029_20200728.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19901_ignition_EWF029_20200728.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19901_ignition_EWF029_20200728.npz,0.94489825,1,0.84779888,1,1,1,True,True,completed
patch_19907_ignition_SWF059_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19907_ignition_SWF059_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19907_ignition_SWF059_20200818.npz,0.88054127,1,0.86712724,1,1,1,True,True,completed
patch_19950_ignition_PWF024_20200620.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19950_ignition_PWF024_20200620.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19950_ignition_PWF024_20200620.npz,0.92410588,1,0.73563755,1,1,1,True,True,completed
patch_19954_ignition_CWF118_20200816.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19954_ignition_CWF118_20200816.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19954_ignition_CWF118_20200816.npz,0.97875696,1,0.94803208,1,1,1,True,True,completed
patch_19955_ignition_RWF039_20200817.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19955_ignition_RWF039_20200817.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19955_ignition_RWF039_20200817.npz,0.98296714,1,0.82811421,1,1,1,True,True,completed
patch_19957_ignition_PWF040_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19957_ignition_PWF040_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19957_ignition_PWF040_20200818.npz,0.80144709,1,0.77110404,1,1,1,True,True,completed
patch_19959_ignition_PWF043_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19959_ignition_PWF043_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19959_ignition_PWF043_20200818.npz,0.52944291,1,0.71030766,1,1,1,True,True,completed
patch_19988_ignition_CWF097_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19988_ignition_CWF097_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19988_ignition_CWF097_20200808.npz,0.98743230,1,0.93245310,1,1,1,True,True,completed
patch_19990_ignition_CWF099_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19990_ignition_CWF099_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19990_ignition_CWF099_20200808.npz,0.94370383,1,0.87812722,1,1,1,True,True,completed
patch_20055_ignition_HWF046_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20055_ignition_HWF046_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20055_ignition_HWF046_20200808.npz,0.91142756,1,0.89583617,1,1,1,True,True,completed
patch_20057_ignition_CWF113_20200815.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20057_ignition_CWF113_20200815.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20057_ignition_CWF113_20200815.npz,0.96874911,1,0.95365137,1,1,1,True,True,completed
patch_20087_ignition_MWF002_20200307.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20087_ignition_MWF002_20200307.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20087_ignition_MWF002_20200307.npz,0.99843770,1,0.94534832,1,1,1,True,True,completed
patch_20125_ignition_EWF003_20200422.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20125_ignition_EWF003_20200422.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20125_ignition_EWF003_20200422.npz,0.88595724,1,0.76847357,1,1,1,True,True,completed
patch_20126_ignition_EWF004_20200423.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20126_ignition_EWF004_20200423.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20126_ignition_EWF004_20200423.npz,0.85723847,1,0.77485687,1,1,1,True,True,completed
patch_20222_ignition_WWF019_20200619.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20222_ignition_WWF019_20200619.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20222_ignition_WWF019_20200619.npz,0.79853547,1,0.81751138,1,1,1,True,True,completed
patch_20276_ignition_CWF055_20200705.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20276_ignition_CWF055_20200705.npz,,0.01521580,0,,,1,0,True,,blocked_by_model_b
patch_20277_ignition_RWF031_20200705.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20277_ignition_RWF031_20200705.npz,,0.09602285,0,,,1,0,True,,blocked_by_model_b
patch_20353_ignition_SWF003_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20353_ignition_SWF003_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20353_ignition_SWF003_20200426.npz,0.98943478,1,0.78526270,1,1,1,True,True,completed
patch_20355_ignition_GWF006_20200429.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20355_ignition_GWF006_20200429.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20355_ignition_GWF006_20200429.npz,0.99987555,1,0.83449042,1,1,1,True,True,completed
patch_20388_ignition_LWF027_20200503.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20388_ignition_LWF027_20200503.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20388_ignition_LWF027_20200503.npz,0.65920544,1,0.71973318,1,1,1,True,True,completed
patch_20392_ignition_MWF004_20200507.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20392_ignition_MWF004_20200507.npz,,0.04336026,0,,,1,0,True,,blocked_by_model_b
patch_20393_ignition_LWF055_20200508.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20393_ignition_LWF055_20200508.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20393_ignition_LWF055_20200508.npz,0.43913692,1,0.72445863,1,1,1,True,True,completed
patch_20399_ignition_CWF008_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20399_ignition_CWF008_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20399_ignition_CWF008_20200515.npz,0.97225451,1,0.87641746,1,1,1,True,True,completed
patch_20419_ignition_PWF010_20200512.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20419_ignition_PWF010_20200512.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20419_ignition_PWF010_20200512.npz,0.75073987,1,0.80673844,1,1,1,True,True,completed
patch_20424_ignition_CWF062_20200729.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20424_ignition_CWF062_20200729.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20424_ignition_CWF062_20200729.npz,0.82496089,1,0.88534719,1,1,1,True,True,completed
patch_20431_ignition_CWF075_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20431_ignition_CWF075_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20431_ignition_CWF075_20200803.npz,0.87964356,1,0.88738477,1,1,1,True,True,completed
patch_20441_ignition_CWF010_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20441_ignition_CWF010_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20441_ignition_CWF010_20200515.npz,0.99790001,1,0.89665234,1,1,1,True,True,completed
patch_20443_ignition_WWF012_20200516.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20443_ignition_WWF012_20200516.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20443_ignition_WWF012_20200516.npz,0.98525405,1,0.86955309,1,1,1,True,True,completed
patch_20463_ignition_LWF074_20200520.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20463_ignition_LWF074_20200520.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20463_ignition_LWF074_20200520.npz,0.77734905,1,0.82758754,1,1,1,True,True,completed
patch_20467_ignition_MWF016_20200720.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20467_ignition_MWF016_20200720.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20467_ignition_MWF016_20200720.npz,0.80354100,1,0.86399543,1,1,1,True,True,completed
patch_20505_ignition_HWF042_20200802.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20505_ignition_HWF042_20200802.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20505_ignition_HWF042_20200802.npz,0.80699664,1,0.76239067,1,1,1,True,True,completed
patch_20561_ignition_PWF025_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20561_ignition_PWF025_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20561_ignition_PWF025_20200627.npz,0.36245629,1,0.73098701,1,1,1,True,True,completed
patch_20582_ignition_LWF035_20200504.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20582_ignition_LWF035_20200504.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20582_ignition_LWF035_20200504.npz,0.86621457,1,0.79206467,1,1,1,True,True,completed
patch_20587_ignition_SWF028_20200601.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20587_ignition_SWF028_20200601.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20587_ignition_SWF028_20200601.npz,0.97472942,1,0.83604980,1,1,1,True,True,completed
patch_20601_ignition_PWF028_20200702.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20601_ignition_PWF028_20200702.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20601_ignition_PWF028_20200702.npz,0.59179872,1,0.55928791,1,1,1,True,True,completed
patch_20602_ignition_CWF040_20200705.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20602_ignition_CWF040_20200705.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20602_ignition_CWF040_20200705.npz,0.92528337,1,0.78493983,1,1,1,True,True,completed
patch_20656_ignition_CWF027_20200518.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20656_ignition_CWF027_20200518.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20656_ignition_CWF027_20200518.npz,0.94028133,1,0.75611621,1,1,1,True,True,completed
patch_20680_ignition_EWF007_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20680_ignition_EWF007_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20680_ignition_EWF007_20200426.npz,0.85656059,1,0.78236496,1,1,1,True,True,completed
patch_20685_ignition_GWF033_20200731.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20685_ignition_GWF033_20200731.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20685_ignition_GWF033_20200731.npz,0.64466572,1,0.78448105,1,1,1,True,True,completed
patch_20686_ignition_LWF089_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20686_ignition_LWF089_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20686_ignition_LWF089_20200803.npz,0.66326690,1,0.73747063,1,1,1,True,True,completed
patch_20694_ignition_CWF085_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20694_ignition_CWF085_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20694_ignition_CWF085_20200803.npz,0.95656258,1,0.88091379,1,1,1,True,True,completed
patch_20724_ignition_EWF025_20200712.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20724_ignition_EWF025_20200712.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20724_ignition_EWF025_20200712.npz,0.43665421,1,0.85438347,1,1,1,True,True,completed
patch_20734_ignition_GWF004_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20734_ignition_GWF004_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20734_ignition_GWF004_20200426.npz,0.79888660,1,0.63481575,1,1,1,True,True,completed
patch_20736_ignition_LWF036_20200504.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20736_ignition_LWF036_20200504.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20736_ignition_LWF036_20200504.npz,0.99606562,1,0.93502361,1,1,1,True,True,completed
patch_20741_ignition_LWF071_20200517.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20741_ignition_LWF071_20200517.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20741_ignition_LWF071_20200517.npz,0.98818725,1,0.90377945,1,1,1,True,True,completed
patch_20777_ignition_LWF013_20200428.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20777_ignition_LWF013_20200428.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20777_ignition_LWF013_20200428.npz,0.99999535,1,0.96391219,1,1,1,True,True,completed
patch_20896_ignition_SWF060_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20896_ignition_SWF060_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20896_ignition_SWF060_20200818.npz,0.38749000,1,0.58142292,1,1,1,True,True,completed
patch_20948_ignition_RWF045_20200825.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20948_ignition_RWF045_20200825.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20948_ignition_RWF045_20200825.npz,0.97953540,1,0.91433316,1,1,1,True,True,completed
patch_20989_ignition_CWF191_20200915.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20989_ignition_CWF191_20200915.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20989_ignition_CWF191_20200915.npz,0.42027074,1,0.82203913,1,1,1,True,True,completed
patch_20990_ignition_CWF192_20200916.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20990_ignition_CWF192_20200916.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20990_ignition_CWF192_20200916.npz,0.71625686,1,0.82740104,1,1,1,True,True,completed
patch_21138_ignition_CWF177_20200907.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21138_ignition_CWF177_20200907.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21138_ignition_CWF177_20200907.npz,0.92582595,1,0.72480929,1,1,1,True,True,completed
patch_21146_ignition_CWF209_20201029.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21146_ignition_CWF209_20201029.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21146_ignition_CWF209_20201029.npz,0.94292003,1,0.74218285,1,1,1,True,True,completed
patch_21157_ignition_CWF186_20200909.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21157_ignition_CWF186_20200909.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21157_ignition_CWF186_20200909.npz,0.84564668,1,0.87308091,1,1,1,True,True,completed
patch_21170_ignition_CWF151_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21170_ignition_CWF151_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21170_ignition_CWF151_20200906.npz,0.89485818,1,0.85307956,1,1,1,True,True,completed
patch_21191_ignition_CWF164_20200905.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21191_ignition_CWF164_20200905.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21191_ignition_CWF164_20200905.npz,0.97343868,1,0.88480687,1,1,1,True,True,completed
patch_21194_ignition_CWF167_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21194_ignition_CWF167_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21194_ignition_CWF167_20200906.npz,0.69642192,1,0.72111863,1,1,1,True,True,completed
patch_21311_ignition_CWF135_20200828.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21311_ignition_CWF135_20200828.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21311_ignition_CWF135_20200828.npz,0.97256732,1,0.93090183,1,1,1,True,True,completed
patch_21315_ignition_HWF050_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21315_ignition_HWF050_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21315_ignition_HWF050_20200919.npz,0.86972940,1,0.82255989,1,1,1,True,True,completed
patch_21359_ignition_CWF197_20201001.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21359_ignition_CWF197_20201001.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21359_ignition_CWF197_20201001.npz,0.99976081,1,0.96707135,1,1,1,True,True,completed
patch_21381_ignition_CWF196_20200928.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21381_ignition_CWF196_20200928.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21381_ignition_CWF196_20200928.npz,0.97598219,1,0.85973436,1,1,1,True,True,completed
patch_21382_ignition_CWF195_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21382_ignition_CWF195_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21382_ignition_CWF195_20200919.npz,0.99956256,1,0.95284444,1,1,1,True,True,completed
patch_21441_ignition_WWF038_20201002.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21441_ignition_WWF038_20201002.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21441_ignition_WWF038_20201002.npz,0.64263570,1,0.80845875,1,1,1,True,True,completed
patch_21550_ignition_CWF216_20201201.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21550_ignition_CWF216_20201201.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21550_ignition_CWF216_20201201.npz,0.99816173,1,0.91968411,1,1,1,True,True,completed
patch_21606_ignition_CWF202_20201009.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21606_ignition_CWF202_20201009.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21606_ignition_CWF202_20201009.npz,0.98557889,1,0.89303195,1,1,1,True,True,completed
patch_21669_ignition_CWF200_20201007.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21669_ignition_CWF200_20201007.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21669_ignition_CWF200_20201007.npz,0.96116304,1,0.91053683,1,1,1,True,True,completed
patch_21702_ignition_EWF053_20200926.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21702_ignition_EWF053_20200926.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21702_ignition_EWF053_20200926.npz,0.99512541,1,0.82983452,1,1,1,True,True,completed
