filename,path_1km,path_25m,model_b_max_prob,model_b_passed,model_a_max_prob,model_a_positive_pixels,model_a_min_positive_pixels,final_positive,label_1km_positive,label_25m_positive,status
patch_20741_ignition_LWF071_20200517.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20741_ignition_LWF071_20200517.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20741_ignition_LWF071_20200517.npz,0.99199355,1,0.90377945,1,3,0,True,True,completed
patch_20777_ignition_LWF013_20200428.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20777_ignition_LWF013_20200428.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20777_ignition_LWF013_20200428.npz,0.99999750,1,0.96391219,1,3,0,True,True,completed
patch_20896_ignition_SWF060_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20896_ignition_SWF060_20200818.npz,,0.39249951,0,,,3,0,True,,blocked_by_model_b
patch_20948_ignition_RWF045_20200825.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20948_ignition_RWF045_20200825.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20948_ignition_RWF045_20200825.npz,0.99219793,1,0.91433316,1,3,0,True,True,completed
patch_20989_ignition_CWF191_20200915.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20989_ignition_CWF191_20200915.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20989_ignition_CWF191_20200915.npz,0.96594054,1,0.82203913,1,3,0,True,True,completed
patch_20990_ignition_CWF192_20200916.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20990_ignition_CWF192_20200916.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20990_ignition_CWF192_20200916.npz,0.88084203,1,0.82740104,1,3,0,True,True,completed
patch_21138_ignition_CWF177_20200907.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21138_ignition_CWF177_20200907.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21138_ignition_CWF177_20200907.npz,0.93626249,1,0.72480929,1,3,0,True,True,completed
patch_21146_ignition_CWF209_20201029.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21146_ignition_CWF209_20201029.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21146_ignition_CWF209_20201029.npz,0.97609645,1,0.74218285,1,3,0,True,True,completed
patch_21157_ignition_CWF186_20200909.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21157_ignition_CWF186_20200909.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21157_ignition_CWF186_20200909.npz,0.90678775,1,0.87308091,1,3,0,True,True,completed
patch_21170_ignition_CWF151_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21170_ignition_CWF151_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21170_ignition_CWF151_20200906.npz,0.93687874,1,0.85307956,1,3,0,True,True,completed
patch_21191_ignition_CWF164_20200905.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21191_ignition_CWF164_20200905.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21191_ignition_CWF164_20200905.npz,0.97975427,1,0.88480687,1,3,0,True,True,completed
patch_21194_ignition_CWF167_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21194_ignition_CWF167_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21194_ignition_CWF167_20200906.npz,0.79356039,1,0.72111863,1,3,0,True,True,completed
patch_21311_ignition_CWF135_20200828.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21311_ignition_CWF135_20200828.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21311_ignition_CWF135_20200828.npz,0.98867351,1,0.93090183,1,3,0,True,True,completed
patch_21315_ignition_HWF050_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21315_ignition_HWF050_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21315_ignition_HWF050_20200919.npz,0.91889417,1,0.82255989,1,3,0,True,True,completed
patch_21359_ignition_CWF197_20201001.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21359_ignition_CWF197_20201001.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21359_ignition_CWF197_20201001.npz,0.99995661,1,0.96707135,1,3,0,True,True,completed
patch_21381_ignition_CWF196_20200928.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21381_ignition_CWF196_20200928.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21381_ignition_CWF196_20200928.npz,0.99571449,1,0.85973436,1,3,0,True,True,completed
patch_21382_ignition_CWF195_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21382_ignition_CWF195_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21382_ignition_CWF195_20200919.npz,0.99916798,1,0.95284444,1,3,0,True,True,completed
patch_21441_ignition_WWF038_20201002.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21441_ignition_WWF038_20201002.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21441_ignition_WWF038_20201002.npz,0.87491399,1,0.80845875,1,3,0,True,True,completed
patch_21550_ignition_CWF216_20201201.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21550_ignition_CWF216_20201201.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21550_ignition_CWF216_20201201.npz,0.99787033,1,0.91968411,1,3,0,True,True,completed
patch_21606_ignition_CWF202_20201009.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21606_ignition_CWF202_20201009.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21606_ignition_CWF202_20201009.npz,0.99425590,1,0.89303195,1,3,0,True,True,completed
patch_21669_ignition_CWF200_20201007.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21669_ignition_CWF200_20201007.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21669_ignition_CWF200_20201007.npz,0.98639834,1,0.91053683,1,3,0,True,True,completed
