filename,path_1km,path_25m,model_b_max_prob,model_b_passed,model_a_max_prob,model_a_positive_pixels,model_a_min_positive_pixels,final_positive,label_1km_positive,label_25m_positive,status
patch_19560_ignition_LWF044_20200505.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19560_ignition_LWF044_20200505.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19560_ignition_LWF044_20200505.npz,0.77886921,1,0.78336060,1,1,1,True,True,completed
patch_19586_ignition_RWF026_20200520.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19586_ignition_RWF026_20200520.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19586_ignition_RWF026_20200520.npz,0.99530315,1,0.92725152,1,1,1,True,True,completed
patch_19618_ignition_RWF014_20200514.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19618_ignition_RWF014_20200514.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19618_ignition_RWF014_20200514.npz,0.86926943,1,0.74310720,1,1,1,True,True,completed
patch_19622_ignition_RWF017_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19622_ignition_RWF017_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19622_ignition_RWF017_20200515.npz,0.99775958,1,0.83566791,1,1,1,True,True,completed
patch_19624_ignition_CWF014_20200516.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19624_ignition_CWF014_20200516.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19624_ignition_CWF014_20200516.npz,0.99996102,1,0.80560350,1,1,1,True,True,completed
patch_19645_ignition_PWF022_20200611.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19645_ignition_PWF022_20200611.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19645_ignition_PWF022_20200611.npz,0.91760099,1,0.79139400,1,1,1,True,True,completed
patch_19666_ignition_PWF018_20200510.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19666_ignition_PWF018_20200510.npz,,0.00005121,0,,,1,0,True,,blocked_by_model_b
patch_19672_ignition_EWF016_20200519.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19672_ignition_EWF016_20200519.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19672_ignition_EWF016_20200519.npz,0.95478833,1,0.78280973,1,1,1,True,True,completed
patch_19743_ignition_CWF047_20200507.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19743_ignition_CWF047_20200507.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19743_ignition_CWF047_20200507.npz,0.99967641,1,0.84007847,1,1,1,True,True,completed
patch_19766_ignition_HWF023_20200612.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19766_ignition_HWF023_20200612.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19766_ignition_HWF023_20200612.npz,0.84134853,1,0.70700502,1,1,1,True,True,completed
patch_19770_ignition_MWF017_20200727.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19770_ignition_MWF017_20200727.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19770_ignition_MWF017_20200727.npz,0.99950957,1,0.94040084,1,1,1,True,True,completed
patch_19779_ignition_EWF037_20200806.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19779_ignition_EWF037_20200806.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19779_ignition_EWF037_20200806.npz,0.99987853,1,0.86582297,1,1,1,True,True,completed
patch_19799_ignition_WWF026_20200806.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19799_ignition_WWF026_20200806.npz,,0.00232485,0,,,1,0,True,,blocked_by_model_b
patch_19852_ignition_HWF030_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19852_ignition_HWF030_20200627.npz,,0.06869484,0,,,1,0,True,,blocked_by_model_b
patch_19853_ignition_HWF031_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19853_ignition_HWF031_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19853_ignition_HWF031_20200627.npz,0.87201852,1,0.80762088,1,1,1,True,True,completed
patch_19885_ignition_SWF055_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19885_ignition_SWF055_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19885_ignition_SWF055_20200818.npz,1.00000000,1,0.99148005,1,1,1,True,True,completed
patch_19901_ignition_EWF029_20200728.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19901_ignition_EWF029_20200728.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19901_ignition_EWF029_20200728.npz,0.98698175,1,0.84779888,1,1,1,True,True,completed
patch_19907_ignition_SWF059_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19907_ignition_SWF059_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19907_ignition_SWF059_20200818.npz,0.94780189,1,0.86712724,1,1,1,True,True,completed
patch_19950_ignition_PWF024_20200620.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19950_ignition_PWF024_20200620.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19950_ignition_PWF024_20200620.npz,0.97856718,1,0.73563755,1,1,1,True,True,completed
patch_19954_ignition_CWF118_20200816.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19954_ignition_CWF118_20200816.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19954_ignition_CWF118_20200816.npz,0.99466711,1,0.94803208,1,1,1,True,True,completed
patch_19955_ignition_RWF039_20200817.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19955_ignition_RWF039_20200817.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19955_ignition_RWF039_20200817.npz,0.99998176,1,0.82811421,1,1,1,True,True,completed
patch_19957_ignition_PWF040_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19957_ignition_PWF040_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19957_ignition_PWF040_20200818.npz,0.96691453,1,0.77110404,1,1,1,True,True,completed
patch_19959_ignition_PWF043_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19959_ignition_PWF043_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19959_ignition_PWF043_20200818.npz,0.70367461,1,0.71030766,1,1,1,True,True,completed
patch_19988_ignition_CWF097_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19988_ignition_CWF097_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19988_ignition_CWF097_20200808.npz,0.99996698,1,0.93245310,1,1,1,True,True,completed
patch_19990_ignition_CWF099_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_19990_ignition_CWF099_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_19990_ignition_CWF099_20200808.npz,0.99865806,1,0.87812722,1,1,1,True,True,completed
patch_20055_ignition_HWF046_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20055_ignition_HWF046_20200808.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20055_ignition_HWF046_20200808.npz,0.98411661,1,0.89583617,1,1,1,True,True,completed
patch_20057_ignition_CWF113_20200815.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20057_ignition_CWF113_20200815.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20057_ignition_CWF113_20200815.npz,0.99888152,1,0.95365137,1,1,1,True,True,completed
patch_20087_ignition_MWF002_20200307.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20087_ignition_MWF002_20200307.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20087_ignition_MWF002_20200307.npz,0.99988568,1,0.94534832,1,1,1,True,True,completed
patch_20125_ignition_EWF003_20200422.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20125_ignition_EWF003_20200422.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20125_ignition_EWF003_20200422.npz,0.69157100,1,0.76847357,1,1,1,True,True,completed
patch_20126_ignition_EWF004_20200423.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20126_ignition_EWF004_20200423.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20126_ignition_EWF004_20200423.npz,0.98987317,1,0.77485687,1,1,1,True,True,completed
patch_20222_ignition_WWF019_20200619.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20222_ignition_WWF019_20200619.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20222_ignition_WWF019_20200619.npz,0.90621078,1,0.81751138,1,1,1,True,True,completed
patch_20276_ignition_CWF055_20200705.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20276_ignition_CWF055_20200705.npz,,0.00000162,0,,,1,0,True,,blocked_by_model_b
patch_20277_ignition_RWF031_20200705.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20277_ignition_RWF031_20200705.npz,,0.00410497,0,,,1,0,True,,blocked_by_model_b
patch_20353_ignition_SWF003_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20353_ignition_SWF003_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20353_ignition_SWF003_20200426.npz,0.99674404,1,0.78526270,1,1,1,True,True,completed
patch_20355_ignition_GWF006_20200429.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20355_ignition_GWF006_20200429.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20355_ignition_GWF006_20200429.npz,0.99998641,1,0.83449042,1,1,1,True,True,completed
patch_20388_ignition_LWF027_20200503.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20388_ignition_LWF027_20200503.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20388_ignition_LWF027_20200503.npz,0.20222172,1,0.71973318,1,1,1,True,True,completed
patch_20392_ignition_MWF004_20200507.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20392_ignition_MWF004_20200507.npz,,0.02523563,0,,,1,0,True,,blocked_by_model_b
patch_20393_ignition_LWF055_20200508.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20393_ignition_LWF055_20200508.npz,,0.01205606,0,,,1,0,True,,blocked_by_model_b
patch_20399_ignition_CWF008_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20399_ignition_CWF008_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20399_ignition_CWF008_20200515.npz,0.99996936,1,0.87641746,1,1,1,True,True,completed
patch_20419_ignition_PWF010_20200512.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20419_ignition_PWF010_20200512.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20419_ignition_PWF010_20200512.npz,0.94328487,1,0.80673844,1,1,1,True,True,completed
patch_20424_ignition_CWF062_20200729.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20424_ignition_CWF062_20200729.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20424_ignition_CWF062_20200729.npz,0.99822122,1,0.88534719,1,1,1,True,True,completed
patch_20431_ignition_CWF075_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20431_ignition_CWF075_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20431_ignition_CWF075_20200803.npz,0.95754552,1,0.88738477,1,1,1,True,True,completed
patch_20441_ignition_CWF010_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20441_ignition_CWF010_20200515.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20441_ignition_CWF010_20200515.npz,0.99999344,1,0.89665234,1,1,1,True,True,completed
patch_20443_ignition_WWF012_20200516.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20443_ignition_WWF012_20200516.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20443_ignition_WWF012_20200516.npz,0.99970847,1,0.86955309,1,1,1,True,True,completed
patch_20463_ignition_LWF074_20200520.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20463_ignition_LWF074_20200520.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20463_ignition_LWF074_20200520.npz,0.93038052,1,0.82758754,1,1,1,True,True,completed
patch_20467_ignition_MWF016_20200720.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20467_ignition_MWF016_20200720.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20467_ignition_MWF016_20200720.npz,0.97324252,1,0.86399543,1,1,1,True,True,completed
patch_20505_ignition_HWF042_20200802.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20505_ignition_HWF042_20200802.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20505_ignition_HWF042_20200802.npz,0.98886114,1,0.76239067,1,1,1,True,True,completed
patch_20561_ignition_PWF025_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20561_ignition_PWF025_20200627.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20561_ignition_PWF025_20200627.npz,0.90464395,1,0.73098701,1,1,1,True,True,completed
patch_20582_ignition_LWF035_20200504.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20582_ignition_LWF035_20200504.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20582_ignition_LWF035_20200504.npz,0.95144922,1,0.79206467,1,1,1,True,True,completed
patch_20587_ignition_SWF028_20200601.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20587_ignition_SWF028_20200601.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20587_ignition_SWF028_20200601.npz,0.99949586,1,0.83604980,1,1,1,True,True,completed
patch_20601_ignition_PWF028_20200702.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20601_ignition_PWF028_20200702.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20601_ignition_PWF028_20200702.npz,0.90617776,1,0.55928791,1,1,1,True,True,completed
patch_20602_ignition_CWF040_20200705.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20602_ignition_CWF040_20200705.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20602_ignition_CWF040_20200705.npz,0.99999452,1,0.78493983,1,1,1,True,True,completed
patch_20656_ignition_CWF027_20200518.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20656_ignition_CWF027_20200518.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20656_ignition_CWF027_20200518.npz,0.99999642,1,0.75611621,1,1,1,True,True,completed
patch_20680_ignition_EWF007_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20680_ignition_EWF007_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20680_ignition_EWF007_20200426.npz,0.95410889,1,0.78236496,1,1,1,True,True,completed
patch_20685_ignition_GWF033_20200731.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20685_ignition_GWF033_20200731.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20685_ignition_GWF033_20200731.npz,0.60066944,1,0.78448105,1,1,1,True,True,completed
patch_20686_ignition_LWF089_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20686_ignition_LWF089_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20686_ignition_LWF089_20200803.npz,0.99040049,1,0.73747063,1,1,1,True,True,completed
patch_20694_ignition_CWF085_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20694_ignition_CWF085_20200803.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20694_ignition_CWF085_20200803.npz,0.99908257,1,0.88091379,1,1,1,True,True,completed
patch_20724_ignition_EWF025_20200712.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20724_ignition_EWF025_20200712.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20724_ignition_EWF025_20200712.npz,0.61101902,1,0.85438347,1,1,1,True,True,completed
patch_20734_ignition_GWF004_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20734_ignition_GWF004_20200426.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20734_ignition_GWF004_20200426.npz,0.40883791,1,0.63481575,1,1,1,True,True,completed
patch_20736_ignition_LWF036_20200504.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20736_ignition_LWF036_20200504.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20736_ignition_LWF036_20200504.npz,0.99998248,1,0.93502361,1,1,1,True,True,completed
patch_20741_ignition_LWF071_20200517.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20741_ignition_LWF071_20200517.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20741_ignition_LWF071_20200517.npz,0.99984336,1,0.90377945,1,1,1,True,True,completed
patch_20777_ignition_LWF013_20200428.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20777_ignition_LWF013_20200428.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20777_ignition_LWF013_20200428.npz,0.99999976,1,0.96391219,1,1,1,True,True,completed
patch_20896_ignition_SWF060_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20896_ignition_SWF060_20200818.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20896_ignition_SWF060_20200818.npz,0.92870522,1,0.58142292,1,1,1,True,True,completed
patch_20948_ignition_RWF045_20200825.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20948_ignition_RWF045_20200825.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20948_ignition_RWF045_20200825.npz,0.99984384,1,0.91433316,1,1,1,True,True,completed
patch_20989_ignition_CWF191_20200915.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20989_ignition_CWF191_20200915.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20989_ignition_CWF191_20200915.npz,0.99948025,1,0.82203913,1,1,1,True,True,completed
patch_20990_ignition_CWF192_20200916.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_20990_ignition_CWF192_20200916.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_20990_ignition_CWF192_20200916.npz,0.99759930,1,0.82740104,1,1,1,True,True,completed
patch_21138_ignition_CWF177_20200907.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21138_ignition_CWF177_20200907.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21138_ignition_CWF177_20200907.npz,0.99979877,1,0.72480929,1,1,1,True,True,completed
patch_21146_ignition_CWF209_20201029.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21146_ignition_CWF209_20201029.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21146_ignition_CWF209_20201029.npz,0.99948895,1,0.74218285,1,1,1,True,True,completed
patch_21157_ignition_CWF186_20200909.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21157_ignition_CWF186_20200909.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21157_ignition_CWF186_20200909.npz,0.99913019,1,0.87308091,1,1,1,True,True,completed
patch_21170_ignition_CWF151_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21170_ignition_CWF151_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21170_ignition_CWF151_20200906.npz,0.99968737,1,0.85307956,1,1,1,True,True,completed
patch_21191_ignition_CWF164_20200905.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21191_ignition_CWF164_20200905.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21191_ignition_CWF164_20200905.npz,0.99999726,1,0.88480687,1,1,1,True,True,completed
patch_21194_ignition_CWF167_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21194_ignition_CWF167_20200906.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21194_ignition_CWF167_20200906.npz,0.99979532,1,0.72111863,1,1,1,True,True,completed
patch_21311_ignition_CWF135_20200828.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21311_ignition_CWF135_20200828.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21311_ignition_CWF135_20200828.npz,0.99913931,1,0.93090183,1,1,1,True,True,completed
patch_21315_ignition_HWF050_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21315_ignition_HWF050_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21315_ignition_HWF050_20200919.npz,0.80524248,1,0.82255989,1,1,1,True,True,completed
patch_21359_ignition_CWF197_20201001.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21359_ignition_CWF197_20201001.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21359_ignition_CWF197_20201001.npz,0.99999845,1,0.96707135,1,1,1,True,True,completed
patch_21381_ignition_CWF196_20200928.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21381_ignition_CWF196_20200928.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21381_ignition_CWF196_20200928.npz,0.99999928,1,0.85973436,1,1,1,True,True,completed
patch_21382_ignition_CWF195_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21382_ignition_CWF195_20200919.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21382_ignition_CWF195_20200919.npz,1.00000000,1,0.95284444,1,1,1,True,True,completed
patch_21441_ignition_WWF038_20201002.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21441_ignition_WWF038_20201002.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21441_ignition_WWF038_20201002.npz,0.97071952,1,0.80845875,1,1,1,True,True,completed
patch_21550_ignition_CWF216_20201201.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21550_ignition_CWF216_20201201.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21550_ignition_CWF216_20201201.npz,0.99969929,1,0.91968411,1,1,1,True,True,completed
patch_21606_ignition_CWF202_20201009.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21606_ignition_CWF202_20201009.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21606_ignition_CWF202_20201009.npz,0.99999249,1,0.89303195,1,1,1,True,True,completed
patch_21669_ignition_CWF200_20201007.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21669_ignition_CWF200_20201007.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21669_ignition_CWF200_20201007.npz,0.99854928,1,0.91053683,1,1,1,True,True,completed
patch_21702_ignition_EWF053_20200926.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_1km/patch_21702_ignition_EWF053_20200926.npz,/mnt/work/wildfire/test_sets/paired_negative_heavy_25m/patch_21702_ignition_EWF053_20200926.npz,0.99999392,1,0.82983452,1,1,1,True,True,completed
